Arrangement Number,Country Name,Country Code,Arrangement Type,Approval Date,Approval Year,Initial End date,Initial End Year,Duration Of Annual Arrangement From,Duration Of Annual Arrangement To,Program Type,Review Type,Review Sequence,Doc. Num,Facilitycode,Inipgmyr,Fycy,Totalaccess,Precautionary,Purchase,Purchaseschedule,Setaside,Comments,Sort
207,ETHIOPIA                           ,644,ESAF ,10/11/1996,1996,10/10/1999,1999,10/11/1996,10/10/1997,IV,OldBoardApproval,L,SM/97/267,NO FACILITY,1997,FY,88.5,NULL,Yes,Revised ,NULL,"It was not possible to complete midterm review due to nonobservance of 4 performance criteria and slippages in implementation of key structural reforms, and because no agreement on 1997/98 policy framework. The first annual ESAF arrangement was allowed to expire on October 10, 1997.",-1
207,ETHIOPIA                           ,644,ESAF ,10/11/1996,1996,10/10/1999,1999,10/11/1996,10/10/1997,P1,OldBoardApproval,E,EBS/96/154,NO FACILITY,1997,FY,88.5,NULL,Yes,Original,NULL,"The first annual ESAF arrangement was allowed to expire on October 10, 1997.",-1
289,ETHIOPIA                           ,644,ESAF ,10/11/1996,1996,10/10/1999,1999,10/23/1998,10/22/1999,P2,OldBoardApproval,L,EBS/98/169,NO FACILITY,1999,FY,88.5,NULL,Yes,Revised ,NULL,"Originally, 6 purchases of SDR 14.745 mn planned, with expiration of 1st annual arrangement.",-1
371,ETHIOPIA                           ,644,PRGF ,3/20/2001,2001,3/21/2004,2004,NULL,NULL,P1,OldBoardApproval,E,EBS/01/13,NO FACILITY,2000,FY,86.907,NULL,Yes,Original,NULL,NULL,-1
371,ETHIOPIA                           ,644,PRGF ,3/20/2001,2001,3/21/2004,2004,NULL,NULL,P1,R1,BLANK,EBS/01/108,NO FACILITY,2000,FY,86.907,NULL,Yes,Original,NULL,9/30/01 performance criteria were established in the context of the first review.,1
371,ETHIOPIA                           ,644,PRGF ,3/20/2001,2001,3/21/2004,2004,NULL,NULL,P1,R2,BLANK,EBS/02/37,NO FACILITY,2000,FY,100.27,NULL,Yes,Original,NULL,"9/30/01 performance criteria were established in the context of the first review.  At time of second review, the Board approved an augmentation by SDR 13.37 million above the 3/22/01 approved SDR 86.9 million.",2
371,ETHIOPIA                           ,644,PRGF ,3/20/2001,2001,3/21/2004,2004,NULL,NULL,P1,R3,BLANK,EBS/02/158,NO FACILITY,2000,FY,100.27,NULL,Yes,Original,NULL,"9/30/01 performance criteria were established in the context of the first review.  At time of second review, the Board approved an augmentation by SDR 13.37 million above the 3/22/01 approved SDR 86.9 million.",3
371,ETHIOPIA                           ,644,PRGF ,3/20/2001,2001,7/31/2004,2004,NULL,NULL,P1,R4,BLANK,EBS/03/109,NO FACILITY,2000,FY,100.27,NULL,Yes,Revised ,NULL,"9/30/01 performance criteria were established in the context of the first review.  At time of second review, the Board approved an augmentation by SDR 13.37 million above the 3/22/01 approved SDR 86.9 million.  4th review delayed, extention granted until 7/31/2004 from March 20, 2004.",4
371,ETHIOPIA                           ,644,PRGF ,3/20/2001,2001,7/31/2004,2004,NULL,NULL,P1,R5,BLANK,EBS/04/14,NO FACILITY,2000,FY,100.27,NULL,Yes,Revised ,NULL,"9/30/01 performance criteria were established in the context of the first review.  At time of second review, the Board approved an augmentation by SDR 13.37 million above the 3/22/01 approved SDR 86.9 million.  4th review delayed, extention granted until 7/31/2004 from March 20, 2004.",5
371,ETHIOPIA                           ,644,PRGF ,3/20/2001,2001,7/31/2004,2004,NULL,NULL,P1,R6,L,EBS/04/124,NO FACILITY,2000,FY,100.27,NULL,Yes,Revised ,NULL,"9/30/01 performance criteria were established in the context of the first review.  At time of second review, the Board approved an augmentation by SDR 13.37 million above the 3/22/01 approved SDR 86.9 million.  4th review delayed, extention granted until 7/31/2004 from March 20, 2004.",6
40,GABON                              ,646,SBA  ,3/30/1994,1994,3/29/1995,1995,3/30/1994,3/29/1995,P1,OldBoardApproval,E,EBS /94/57,CCFF,1994,CY,38.6,NULL,Yes,Original,NULL,CCFF also approved for SDR 33.1 million. The below-the-line external projections are questionable.,-1
40,GABON                              ,646,SBA  ,3/30/1994,1994,3/29/1995,1995,NULL,NULL,P1,OC  ,L,EBS/95/21,CCFF,1994,CY,38.6,NULL,Yes,Original,NULL,NULL,0
40,GABON                              ,646,SBA  ,3/30/1994,1994,3/29/1995,1995,3/30/1994,3/29/1995,P1,R1,BLANK,EBS /94/194,CCFF,1994,CY,38.6,NULL,Yes,Original,NULL,NULL,1
40,GABON                              ,646,SBA  ,3/30/1994,1994,3/29/1995,1995,3/30/1994,3/29/1995,P1,R2,BLANK,EBS /95/ 21,CCFF,1994,CY,38.6,NULL,Yes,Original,NULL,NULL,2
162,GABON                              ,646,EFF  ,11/8/1995,1995,11/7/1998,1998,7/1/1995,6/30/1996,P1,OldBoardApproval,E,EBS /95/131,NO FACILITY,1995,CY,110.3,NULL,Yes,Original,NULL,No disbursements will be made until clearance of outstanding external arrears payments on post cut off date debt by no later than end-December 1995.,-1
162,GABON                              ,646,EFF  ,11/8/1995,1995,3/7/1999,1999,NULL,NULL,P1,OC  ,L,SM/98/281,NO FACILITY,1995,CY,110.3,NULL,Yes,Revised ,NULL,Purchase schedule rephased in response to delays in 1st two reviews. 3rd review could not be completed. EFF was extended to 3/7/99 from 11/7/98.,0
162,GABON                              ,646,EFF  ,11/8/1995,1995,11/7/1998,1998,NULL,NULL,P1,R1,BLANK,EBS/96/69,NO FACILITY,1995,CY,110.3,NULL,Yes,Original,NULL,NULL,1
162,GABON                              ,646,EFF  ,11/8/1995,1995,11/7/1998,1998,NULL,NULL,P1,R2,BLANK,EBS/97/80,NO FACILITY,1995,CY,110.3,NULL,Yes,Revised ,NULL,Purchase schedule rephased in response to delays in 1st two reviews.,2
374,GABON                              ,646,SBA  ,10/23/2000,2000,4/22/2002,2002,NULL,NULL,P1,OldBoardApproval,E,EBS/00/203,NO FACILITY,2000,CY,92.58,NULL,Yes,Original,40,"The authorities intend to treat the arrangement as precautionary from 2001, assuming that world oil prices average US$23 per barrel in 2001.  After the conclusion of the first and the second quarterly reviews in July 2001, remaining program reviews could not be concluded, owing mainly to fiscal underperformance and delays in structural reforms (notably in the governance area).",-1
374,GABON                              ,646,SBA  ,10/23/2000,2000,4/22/2002,2002,NULL,NULL,P1,R1,BLANK,EBS/01/56,NO FACILITY,2000,CY,92.58,NULL,Yes,Revised ,40,"The authorities intend to treat the arrangement as precautionary from 2001, assuming that world oil prices average US$23 per barrel in 2001.  1st and 2nd reviews combined. A rephasing of the remaining purchases took place at the authorities' request.  After the conclusion of the first and the second quarterly reviews in July 2001, remaining program reviews could not be concluded, owing mainly to fiscal underperformance and delays in structural reforms (notably in the governance area).",1
374,GABON                              ,646,SBA  ,10/23/2000,2000,4/22/2002,2002,NULL,NULL,P1,R2,L,EBS/01/56,NO FACILITY,2000,CY,92.58,NULL,Yes,Revised ,40,"The authorities intend to treat the arrangement as precautionary from 2001, assuming that world oil prices average US$23 per barrel in 2001.  1st and 2nd reviews combined. A rephasing of the remaining purchases took place at the authorities' request.  After the conclusion of the first and the second quarterly reviews in July 2001, remaining program reviews could not be concluded, owing mainly to fiscal underperformance and delays in structural reforms (notably in the governance area).",2
270,"GAMBIA, THE                        ",648,ESAF ,6/29/1998,1998,6/28/2001,2001,6/29/1998,6/28/1999,P1,OldBoardApproval,E,EBS/98/102,NO FACILITY,1998,CY,20.61,NULL,Yes,Original,NULL,NULL,-1
270,"GAMBIA, THE                        ",648,ESAF ,6/29/1998,1998,6/28/2001,2001,6/29/1998,6/28/1999,P1,OC  ,L,EBS/99/201,NO FACILITY,1998,CY,20.61,NULL,Yes,Original,NULL,Midterm review of 1st year program never completed because of slippages in implementing budget and structural reforms.,0
343,"GAMBIA, THE                        ",648,PRGF ,6/29/1998,1998,6/28/2001,2001,11/19/1999,11/18/2000,P2,OldBoardApproval,E,EBS/99/201,NO FACILITY,1999,CY,20.61,NULL,Yes,Revised ,NULL,Midterm review of 1st year program never completed because of slippages in implementing budget and structural reforms.,-1
343,"GAMBIA, THE                        ",648,PRGF ,6/29/1998,1998,6/28/2001,2001,11/19/1999,11/18/2000,P2,R1,BLANK,EBS/00/129,NO FACILITY,1999,CY,20.61,NULL,Yes,Revised ,NULL,Midterm review of 1st year program never completed because of slippage in implementing budget and structural reforms.  Authorities will need to request extension of the 3-year arrangement at the end of Board approval of the 3rd-year program to allow for last disbursement.,1
343,"GAMBIA, THE                        ",648,PRGF ,6/29/1998,1998,6/28/2001,2001,11/19/1999,11/18/2000,P2,R2,L,EBS/00/241,NO FACILITY,1999,CY,20.61,NULL,Yes,Revised ,NULL,Midterm review of 1st year program never completed because of slippage in implementing budget and structural reforms.  Authorities will need to request extension of the 3-year arrangement at the end of Board approval of the 3rd-year program to allow for last disbursement.,2
405,"GAMBIA, THE                        ",648,PRGF ,6/29/1998,1998,12/31/2001,2001,12/11/2000,12/31/2001,P3,OldBoardApproval,E,EBS/00/241,NO FACILITY,1999,CY,20.61,NULL,Yes,Revised ,NULL,"The government requested the extension of the three-year commitment period from June 28, 2001 to end-December 2001.",-1
405,"GAMBIA, THE                        ",648,PRGF ,6/29/1998,1998,12/31/2001,2001,12/11/2000,12/31/2001,P3,R1,BLANK,EBS/01/104,NO FACILITY,1999,CY,20.61,NULL,Yes,Revised ,NULL,"The government requested the extension of the three-year commitment period from June 28, 2001 to end-December 2001.",1
405,"GAMBIA, THE                        ",648,PRGF ,6/29/1998,1998,12/31/2001,2001,12/11/2000,12/31/2001,P3,R2,L,EBS/01/189,NO FACILITY,1999,CY,20.61,NULL,Yes,Revised ,NULL,"The government requested the extension of the three-year commitment period from June 28, 2001 to end-December 2001.",2
127,GEORGIA                            ,915,SBA  ,6/28/1995,1995,5/31/1996,1996,NULL,NULL,P1,OldBoardApproval,E,EBS /95/101,STF,1995,CY,72.15,NULL,Yes,Original,NULL,At Board approval a STF in the amount of SDR 27.75 million was disbursed.,-1
127,GEORGIA                            ,915,SBA  ,6/28/1995,1995,5/31/1996,1996,NULL,NULL,P1,OC  ,L,EBS /96/21,NO FACILITY,1995,CY,72.15,NULL,Yes,Original,NULL,This Stand-by was cancelled and replaced by an ESAF approved on 2/28/96.,0
127,GEORGIA                            ,915,SBA  ,6/28/1995,1995,5/31/1996,1996,NULL,NULL,P1,R1,BLANK,EBS /95/151,STF,1995,CY,72.15,NULL,Yes,Original,NULL,NULL,1
171,GEORGIA                            ,915,ESAF ,2/28/1996,1996,2/27/1999,1999,2/28/1996,2/27/1997,P1,OldBoardApproval,E,EBS /96/ 21,NO FACILITY,1996,CY,166.5,NULL,Yes,Original,NULL,NULL,-1
171,GEORGIA                            ,915,ESAF ,2/28/1996,1996,2/27/1999,1999,2/28/1996,2/27/1997,P1,OC  ,L,EBS/96/141,NO FACILITY,1996,CY,166.5,NULL,Yes,Original,NULL,NULL,0
171,GEORGIA                            ,915,ESAF ,2/28/1996,1996,2/27/1999,1999,2/28/1996,2/27/1997,P1,R1,BLANK,EBS/96/141,NO FACILITY,1996,CY,166.5,NULL,Yes,Original,NULL,NULL,1
223,GEORGIA                            ,915,ESAF ,2/28/1996,1996,2/27/1999,1999,3/21/1997,3/20/1998,P2,OldBoardApproval,E,EBS/97/29,NO FACILITY,1997,CY,166.5,NULL,Yes,Original,NULL,NULL,-1
223,GEORGIA                            ,915,ESAF ,2/28/1996,1996,2/27/1999,1999,3/21/1997,3/20/1998,P2,R1,L,EBS/97/181,NO FACILITY,1997,CY,166.5,NULL,Yes,Original,NULL,NULL,1
265,GEORGIA                            ,915,ESAF ,2/28/1996,1996,2/27/1999,1999,7/27/1998,7/26/1999,P3,OldBoardApproval,E,EBS/98/118,NO FACILITY,1998,CY,166.5,NULL,Yes,Original,NULL,NULL,-1
265,GEORGIA                            ,915,ESAF ,2/28/1996,1996,7/26/1999,1999,7/27/1998,7/26/1999,P3,R1,L,EBS/99/123,NO FACILITY,1998,CY,166.5,NULL,Yes,Revised ,NULL,"Final purchase augmented by SDR 5.55 mn to offset spillover effects of Russian crisis. In late-February 1999, Board agreed to entend commitment period to 7/28/99.",1
348,GEORGIA                            ,915,PRGF ,1/12/2001,2001,1/11/2004,2004,NULL,NULL,P1,OldBoardApproval,E,EBS/00/258,NO FACILITY,2001,CY,108,NULL,Yes,Original,NULL,"Arrangement will involve quarterly monitoring and disbursements, and semi-annual reviews.  ",-1
348,GEORGIA                            ,915,PRGF ,1/12/2001,2001,1/11/2004,2004,NULL,NULL,P1,R1,BLANK,EBS/01/173,NO FACILITY,2001,CY,108,NULL,Yes,Revised ,NULL,"Arrangement will involve quarterly monitoring and disbursements, and semi-annual reviews.  Re-phasing took place after 2nd loan disbursement due to delay in completing 1st review.",1
348,GEORGIA                            ,915,PRGF ,1/12/2001,2001,1/11/2004,2004,NULL,NULL,P1,R2,L,EBS/02/117,NO FACILITY,2001,CY,108,NULL,Yes,Revised ,NULL,"Arrangement will involve quarterly monitoring and disbursements, and semi-annual reviews.  Re-phasing took place after 2nd loan disbursement due to delay in completing 1st review.  At time of 2nd review, authorities requested a switch from quarterly to semi-annual disbursements to finance a higher overall balance of payments deficit in 2002 than initially programmed.  During the first half of 2003, significant fiscal slippages occured stemming from optimistic budget assumptions on certain receipts that did not materialize, and a slackening of the tax effort early in the year. As a result, staff does not propose to complete the third review under the PRGF arrangement, which expires in January 2004.  Discussions on a successor arrangement are expected to begin before the end of 2003.",2
158,GHANA                              ,652,ESAF ,6/30/1995,1995,6/29/1998,1998,6/30/1995,6/29/1996,P1,OldBoardApproval,E,EBS /95/ 76,NO FACILITY,1995,CY,164.4,NULL,Yes,Original,NULL,The midterm review for December 1995 has not been concluded.,-1
158,GHANA                              ,652,ESAF ,6/30/1995,1995,6/29/1998,1998,6/30/1995,6/29/1996,P1,R1,L,EBS/96/89,NO FACILITY,1995,CY,164.4,NULL,Yes,Original,NULL,NULL,1
280,GHANA                              ,652,ESAF ,6/30/1995,1995,6/29/1999,1999,3/23/1998,3/22/1999,P2,OldBoardApproval,E,EBS/98/46,NO FACILITY,1998,CY,164.4,NULL,Yes,Revised ,NULL,"2nd annual arrangement delayed because of delays in prior actions. At the 10/97 Art. IV consultation, conditions for approval of 2nd annual arrangement were: strong financial performance; smooth functioning of formula-based petroleum price adjustments; preparation for reintroduction of VAT; reductions in customs exemptions & improvements in customs administration; no nonconcessional external borrowing.  The commitment period of the present three-year ESAF arrangement expires on June 29, 1999. Under the new rules approved by the Executive Board on November 20, 1998 amending the ESAF Instrument, this commitment period cannot be extended as it has already been extended by one year; furthermore, the remaining commitment period would not allow for the approval and disbursement of loans under a third annual arrangement. In view of the above, the government of Ghana requests that the period of the current extension be reduced to the time elapsed at the time of approval of the new three-year arrangement, to avoid any overlapping with the new arrangement",-1
280,GHANA                              ,652,ESAF ,6/30/1995,1995,6/29/1999,1999,3/23/1998,3/22/1999,P2,R1,L,EBS/98/193,NO FACILITY,1998,CY,164.4,NULL,Yes,Revised ,NULL,"2nd annual arrangement delayed because of delays in prior actions. At the 10/97 Art. IV consultation, conditions for approval of 2nd annual arrangement were: strong financial performance; smooth functioning of formula-based petroleum price adjustments; preparation for reintroduction of VAT; reductions in customs exemptions & improvements in customs administration; no nonconcessional external borrowing. Purchases rephased again as midterm review was delayed.  The commitment period of the present three-year ESAF arrangement expires on June 29, 1999. Under the new rules approved by the Executive Board on November 20, 1998 amending the ESAF Instrument, this commitment period cannot be extended as it has already been extended by one year; furthermore, the remaining commitment period would not allow for the approval and disbursement of loans under a third annual arrangement. In view of the above, the government of Ghana requests that the period of the current extension be reduced to the time elapsed at the time of approval of the new three-year arrangement, to avoid any overlapping with the new arrangement",1
296,GHANA                              ,652,ESAF ,5/3/1999,1999,5/2/2002,2002,NULL,NULL,P1,OldBoardApproval,E,EBS/99/57,NO FACILITY,1999,CY,155,NULL,Yes,Original,NULL,Approved based on new ESAF architecture.,-1
296,GHANA                              ,652,ESAF ,5/3/1999,1999,11/30/2002,2002,NULL,NULL,P1,OC  ,L,EBS/03/42,NO FACILITY,1999,CY,228.8,NULL,Yes,Revised ,NULL,"Approved based on new ESAF architecture.  At the 2nd review, the initial arrangement of SDR 155 mln was augmented by SDR 36.9 mln.  At 3rd review, arrangement augmented to SDR 228.8 mln. Due to delay in completion of 3rd review, the remaining purchase schedule has been rephased.  4th review: in order to allow time for completion of the final review and disbursement under the arrangement, the authorities request an extension of the three-year commitment period, from 5/2/2002 until 11/30/2002.  A September 2002 mission was unable to conclude the fifth and final review due to significant policy slippages, so the ESAF was allowed to expire on November 30, 2002 without disbursement of the final tranche.",0
296,GHANA                              ,652,ESAF ,5/3/1999,1999,5/2/2002,2002,NULL,NULL,P1,R1,BLANK,EBS/99/200,NO FACILITY,1999,CY,155,NULL,Yes,Original,NULL,Approved based on new ESAF architecture.,1
296,GHANA                              ,652,ESAF ,5/3/1999,1999,5/2/2002,2002,NULL,NULL,P1,R2,BLANK,EBS/00/160,NO FACILITY,1999,CY,191.9,NULL,Yes,Revised ,NULL,"Approved based on new ESAF architecture.  At the 2nd review, the initial arrangement of SDR 155 mln was augmented by SDR 36.9 mln.",2
296,GHANA                              ,652,ESAF ,5/3/1999,1999,5/2/2002,2002,NULL,NULL,P1,R3,BLANK,EBS/01/88,NO FACILITY,1999,CY,228.8,NULL,Yes,Revised ,NULL,"Approved based on new ESAF architecture.  At the 2nd review, the initial arrangement of SDR 155 mln was augmented by SDR 36.9 mln.  At 3rd review, arrangement augmented to SDR 228.8 mln. Due to delay in completion of 3rd review, the remaining purchase schedule has been rephased.",3
296,GHANA                              ,652,ESAF ,5/3/1999,1999,11/30/2002,2002,NULL,NULL,P1,R4,BLANK,EBS/02/16,NO FACILITY,1999,CY,228.8,NULL,Yes,Revised ,NULL,"Approved based on new ESAF architecture.  At the 2nd review, the initial arrangement of SDR 155 mln was augmented by SDR 36.9 mln.  At 3rd review, arrangement augmented to SDR 228.8 mln. Due to delay in completion of 3rd review, the remaining purchase schedule has been rephased.  4th review: in order to allow time for completion of the final review and disbursement under the arrangement, the authorities request an extension of the three-year commitment period, from 5/2/2002 until 11/30/2002.",4
